nama,jurusan,nama_instansi,divisi,tanggal_mulai,tanggal_akhir,status_magang,jenjang,ipk/nilai,mata_kuliah/pelajaran,skill_teknis,sertifikasi,pengalaman_magang,pengalaman_organisasi,proyek_dikerjakan
Salsabila Astuti,Multimedia,SMAN 1 Majalaya,IKP,10/21/2022,12/23/2022,Selesai,SMK,82,"Desain 3D, Animasi, Desain Grafis, Editing Video, UI/UX","Python, SQL",Microsoft Office Specialist,Magang di Telkom,-,Video Animasi
Hamima Gunarto,IPA,SMAN 1 Ciparay,IKP,11/5/2022,12/28/2022,Selesai,SMA,86,"Fisika, Biologi, Informatika, Matematika, Bahasa Inggris","AutoCAD, Excel",-,-,-,Website Kampus
Iriana Uyainah,IPA,SMKN 2 Baleendah,IKP,11/27/2022,12/29/2022,Selesai,SMA,85,"Matematika, Biologi, Kimia, Fisika, Informatika","AutoCAD, Excel",-,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Sabar Handayani,RPL,SMAN 1 Majalaya,IKP,10/30/2022,12/17/2022,Selesai,SMK,81,"Sistem Operasi, PBO, Jaringan Komputer, Pemrograman, Desain UI/UX","Excel, UI/UX",-,Magang di Telkom,-,-
Wira Agustina,IPA,SMKN 1 Katapang,IKP,10/21/2022,12/19/2022,Selesai,SMA,81,"Matematika, Informatika, Kimia, Fisika, Bahasa Inggris","Python, SQL",-,-,Himpunan Mahasiswa,Aplikasi Mobile
Ratna Sinaga,Psikologi,Universitas Langlangbuana,IKP,10/25/2022,11/20/2022,Selesai,S1,"3,68","Psikologi Sosial, Konseling, Psikologi Pendidikan, Metodologi Psikologi, Teori Kepribadian","Excel, UI/UX",-,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Prima Prasasta,IPS,SMAN 1 Majalaya,IKP,10/20/2022,11/23/2022,Selesai,SMA,79,"Geografi, Ekonomi, Sosiologi, Sejarah, Bahasa Indonesia","PHP, Java",-,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Dariati Prasasta,Ilmu Komunikasi,Politeknik Piksi Ganesha Bandung,IKP,11/2/2022,12/25/2022,Selesai,S1,"3,47","Fotografi, Sosiologi Komunikasi, Komunikasi Massa, Manajemen Media, Public Speaking","Python, SQL",-,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Sutan Hadi Padmasari,IPA,SMAN 1 Ciparay,PERSANDIAN,10/11/2022,12/11/2022,Selesai,SMA,78,"Informatika, Kimia, Bahasa Inggris, Fisika, Matematika","Python, SQL",Adobe Certified,Magang di Diskominfo,-,Aplikasi Mobile
Anom Purwanti,Ilmu Komunikasi,Universitas Bale Bandung,PERSANDIAN,10/14/2022,11/20/2022,Selesai,S1,"3,63","Sosiologi Komunikasi, Jurnalistik, Public Speaking, Komunikasi Massa, Fotografi","Excel, UI/UX",Cisco CCNA,-,Himpunan Mahasiswa,Aplikasi Mobile
Rahayu Prasetya,RPL,SMAN 1 Banjaran,PERSANDIAN,10/21/2022,12/23/2022,Selesai,SMK,78,"Sistem Operasi, PBO, Jaringan Komputer, Pemrograman, Desain UI/UX","Adobe, UI/UX",-,Magang di Diskominfo,BEM,-
Tirta Pudjiastuti,Multimedia,SMKN 1 Katapang,PERSANDIAN,11/5/2022,12/28/2022,Selesai,SMK,81,"UI/UX, Editing Video, Desain Grafis, Desain 3D, Fotografi","Adobe, UI/UX",-,Magang di Diskominfo,BEM,Penelitian Sosial
Usman Utama,Sistem Informasi,Universitas Langlangbuana,PERSANDIAN,11/27/2022,12/29/2022,Selesai,S1,"3,21","Jaringan, Manajemen Proyek, Basis Data, Rekayasa Perangkat Lunak, Pemrograman","AutoCAD, Excel",Microsoft Office Specialist,Magang di Telkom,BEM,Website Kampus
Candra Rahmawati,Sistem Informasi,Politeknik Piksi Ganesha Bandung,PERSANDIAN,10/30/2022,12/17/2022,Selesai,S1,"2,97","Manajemen Proyek, Analisis Sistem, Rekayasa Perangkat Lunak, Pemrograman, Basis Data","Excel, UI/UX",Adobe Certified,-,Himpunan Mahasiswa,Penelitian Sosial
Ega Firgantoro,RPL,SMKN 1 Katapang,PERSANDIAN,10/21/2022,12/19/2022,Selesai,SMK,80,"Sistem Operasi, PBO, Pemrograman, Basis Data, Jaringan Komputer","Excel, UI/UX",-,Magang di Telkom,-,Video Animasi
Muhammad Pudji,Teknik Sipil,Universitas Langlangbuana,PERSANDIAN,10/25/2022,11/20/2022,Selesai,S1,"2,9","Hidrologi, Manajemen Konstruksi, Struktur Beton, Gambar Teknik, Mekanika Tanah","Python, SQL",Adobe Certified,Magang di Bank BJB,-,Video Animasi
Gatot Saefullah,Sistem Informasi,Universitas Komputer Indonesia,PERSANDIAN,10/20/2022,11/23/2022,Selesai,S1,"3,07","Manajemen Proyek, Rekayasa Perangkat Lunak, Pemrograman, Jaringan, Basis Data","Adobe, UI/UX",Cisco CCNA,Magang di Telkom,OSIS,Website Kampus
Atma Palastri,IPS,SMAN 1 Banjaran,PERSANDIAN,11/2/2022,12/25/2022,Selesai,SMA,92,"PPKn, Geografi, Sejarah, Bahasa Indonesia, Sosiologi","AutoCAD, Excel",-,Magang di Telkom,Himpunan Mahasiswa,-
Cut Irma Tampubolon,IPS,SMAN 1 Banjaran,APTIKA,10/11/2022,12/11/2022,Selesai,SMA,79,"Sejarah, Bahasa Indonesia, Ekonomi, Geografi, PPKn","Adobe, UI/UX",Adobe Certified,Magang di Telkom,-,-
Koko Wasita,Multimedia,SMAN 1 Banjaran,APTIKA,10/14/2022,11/20/2022,Selesai,SMK,86,"Desain Grafis, Fotografi, Desain 3D, Editing Video, UI/UX","Adobe, UI/UX",Cisco CCNA,Magang di Bank BJB,BEM,Aplikasi Mobile
Anggabaya Hutagalung,Teknik Informatika,Universitas Langlangbuana,APTIKA,10/21/2022,12/23/2022,Selesai,S1,"2,91","Struktur Data, Jaringan Komputer, Algoritma, Kecerdasan Buatan, Basis Data","Python, SQL",-,Magang di Bank BJB,OSIS,Video Animasi
Kasiran Wijayanti,IPS,SMKN 1 Katapang,APTIKA,11/5/2022,12/28/2022,Selesai,SMA,86,"Geografi, PPKn, Sejarah, Bahasa Indonesia, Ekonomi","Python, SQL",Adobe Certified,-,Himpunan Mahasiswa,Website Kampus
Kalim Tampubolon,RPL,SMAN 1 Majalaya,APTIKA,11/27/2022,12/29/2022,Selesai,SMK,83,"Jaringan Komputer, PBO, Pemrograman, Desain UI/UX, Basis Data","Python, SQL",-,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Fitria Kurniawan,IPS,SMAN 1 Ciparay,APTIKA,10/30/2022,12/17/2022,Selesai,SMA,82,"Sosiologi, Sejarah, Bahasa Indonesia, PPKn, Ekonomi","Adobe, UI/UX",-,Magang di Telkom,Himpunan Mahasiswa,Aplikasi Mobile
Chandra Yuliarti,IPS,SMAN 1 Ciparay,APTIKA,10/21/2022,12/19/2022,Selesai,SMA,78,"Geografi, Bahasa Indonesia, Sejarah, Ekonomi, Sosiologi","PHP, Java",Cisco CCNA,Magang di Bank BJB,OSIS,Aplikasi Mobile
Adiarja Thamrin,RPL,SMAN 1 Majalaya,APTIKA,10/25/2022,11/20/2022,Selesai,SMK,87,"Pemrograman, Desain UI/UX, PBO, Jaringan Komputer, Basis Data","AutoCAD, Excel",Adobe Certified,Magang di Telkom,OSIS,Website Kampus
Violet Habibi,Sistem Informasi,Institut Teknologi Nasional Bandung,APTIKA,10/20/2022,11/23/2022,Selesai,S1,"3,01","Basis Data, Jaringan, Manajemen Proyek, Rekayasa Perangkat Lunak, Pemrograman","Excel, UI/UX",Microsoft Office Specialist,-,-,Penelitian Sosial
Himawan Manullang,Multimedia,SMKN 2 Baleendah,APTIKA,11/2/2022,12/25/2022,Selesai,SMK,90,"Animasi, UI/UX, Fotografi, Desain 3D, Editing Video","Excel, UI/UX",-,-,Himpunan Mahasiswa,Video Animasi
Calista Pradipta,RPL,SMKN 1 Katapang,SEKRE,10/11/2022,12/11/2022,Selesai,SMK,98,"Desain UI/UX, Jaringan Komputer, Basis Data, Pemrograman, Sistem Operasi","AutoCAD, Excel",Cisco CCNA,Magang di Telkom,-,Aplikasi Mobile
Karna Manullang,RPL,SMAN 1 Banjaran,SEKRE,10/14/2022,11/20/2022,Selesai,SMK,82,"Pemrograman, PBO, Desain UI/UX, Sistem Operasi, Jaringan Komputer","Adobe, UI/UX",Adobe Certified,Magang di Diskominfo,Himpunan Mahasiswa,Aplikasi Mobile
Bahuwarna Nasyidah,Ilmu Komunikasi,Universitas Komputer Indonesia,SEKRE,10/21/2022,12/23/2022,Selesai,S1,"3,72","Fotografi, Komunikasi Massa, Sosiologi Komunikasi, Jurnalistik, Manajemen Media","AutoCAD, Excel",Adobe Certified,Magang di Telkom,BEM,-
Prima Andriani,IPS,SMKN 2 Baleendah,SEKRE,11/5/2022,12/28/2022,Selesai,SMA,81,"Sejarah, Sosiologi, Ekonomi, PPKn, Bahasa Indonesia","Adobe, UI/UX",-,-,BEM,-
Gasti Rajasa,Psikologi,Universitas Komputer Indonesia,SEKRE,11/27/2022,12/29/2022,Selesai,S1,"3,44","Psikologi Pendidikan, Konseling, Metodologi Psikologi, Psikologi Klinis, Psikologi Sosial","Excel, UI/UX",Adobe Certified,-,-,Aplikasi Mobile
Titin Laksita,Psikologi,Institut Teknologi Nasional Bandung,SEKRE,10/30/2022,12/17/2022,Selesai,S1,"2,87","Teori Kepribadian, Psikologi Pendidikan, Psikologi Sosial, Psikologi Klinis, Konseling","Adobe, UI/UX",Microsoft Office Specialist,-,-,Penelitian Sosial
Emas Sihombing,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,SEKRE,10/21/2022,12/19/2022,Selesai,S1,"3,41","Manajemen Media, Komunikasi Massa, Jurnalistik, Fotografi, Public Speaking","AutoCAD, Excel",-,Magang di Diskominfo,OSIS,Penelitian Sosial
Icha Wahyuni,IPA,SMKN 2 Baleendah,SEKRE,10/25/2022,11/20/2022,Selesai,SMA,89,"Bahasa Inggris, Biologi, Kimia, Informatika, Fisika","PHP, Java",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,Penelitian Sosial
Kenes Mandala,IPA,SMKN 1 Katapang,SEKRE,10/20/2022,11/23/2022,Selesai,SMA,93,"Matematika, Fisika, Biologi, Kimia, Bahasa Inggris","Excel, UI/UX",Cisco CCNA,Magang di Diskominfo,Himpunan Mahasiswa,Aplikasi Mobile
Rahmat Safitri,Multimedia,SMAN 1 Majalaya,SEKRE,11/2/2022,12/25/2022,Selesai,SMK,78,"UI/UX, Desain Grafis, Fotografi, Desain 3D, Animasi","Excel, UI/UX",Microsoft Office Specialist,Magang di Diskominfo,BEM,Website Kampus
Aurora Nasyidah,Ilmu Komunikasi,Universitas Komputer Indonesia,STATISTIK,10/11/2022,12/11/2022,Selesai,D3,"3,22","Fotografi, Public Speaking, Manajemen Media, Jurnalistik, Komunikasi Massa","PHP, Java",-,Magang di Diskominfo,BEM,Video Animasi
Caket Nababan,Teknik Sipil,Politeknik Piksi Ganesha Bandung,STATISTIK,10/14/2022,11/20/2022,Selesai,D3,"3,18","Struktur Beton, Manajemen Konstruksi, Hidrologi, Statika, Mekanika Tanah","Adobe, UI/UX",-,Magang di Bank BJB,BEM,Aplikasi Mobile
Padmi Rahmawati,Psikologi,Institut Teknologi Nasional Bandung,STATISTIK,10/21/2022,12/23/2022,Selesai,D3,"3,34","Metodologi Psikologi, Teori Kepribadian, Psikologi Sosial, Psikologi Klinis, Konseling","Adobe, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,-,-
Asman Tampubolon,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,STATISTIK,11/5/2022,12/28/2022,Selesai,D3,"3,46","Komunikasi Massa, Fotografi, Public Speaking, Jurnalistik, Manajemen Media","Python, SQL",Microsoft Office Specialist,Magang di Bank BJB,OSIS,Video Animasi
Zizi Wahyuni,IPA,SMAN 1 Ciparay,STATISTIK,11/27/2022,12/29/2022,Selesai,SMA,98,"Matematika, Biologi, Informatika, Bahasa Inggris, Fisika","Adobe, UI/UX",Cisco CCNA,-,Himpunan Mahasiswa,Video Animasi
Damar Prasetya,IPS,SMAN 1 Banjaran,STATISTIK,10/30/2022,12/17/2022,Selesai,SMA,79,"Sosiologi, Bahasa Indonesia, Ekonomi, PPKn, Geografi","Python, SQL",Microsoft Office Specialist,Magang di Telkom,OSIS,Aplikasi Mobile
Dagel Hasanah,Psikologi,Universitas Langlangbuana,STATISTIK,10/21/2022,12/19/2022,Selesai,D3,"3,03","Psikologi Klinis, Psikologi Pendidikan, Konseling, Psikologi Sosial, Teori Kepribadian","AutoCAD, Excel",Adobe Certified,-,Himpunan Mahasiswa,Aplikasi Mobile
Indra Sirait,IPS,SMKN 2 Baleendah,STATISTIK,10/25/2022,11/20/2022,Selesai,SMA,75,"Sejarah, Geografi, Ekonomi, PPKn, Sosiologi","Python, SQL",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Agus Rahmawati,Multimedia,SMKN 1 Katapang,STATISTIK,10/20/2022,11/23/2022,Selesai,SMK,89,"Desain Grafis, Desain 3D, Animasi, Fotografi, Editing Video","Excel, UI/UX",Adobe Certified,Magang di Telkom,OSIS,Website Kampus
Malika Gunarto,Psikologi,Institut Teknologi Nasional Bandung,STATISTIK,11/2/2022,12/25/2022,Selesai,D3,"3,16","Psikologi Sosial, Metodologi Psikologi, Psikologi Klinis, Teori Kepribadian, Psikologi Pendidikan","AutoCAD, Excel",Cisco CCNA,-,Himpunan Mahasiswa,Penelitian Sosial
Gatot Puspasari,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,TIK,1/12/2023,3/11/2023,Selesai,D3,"3,82","Komunikasi Massa, Jurnalistik, Manajemen Media, Fotografi, Public Speaking","Excel, UI/UX",-,Magang di Telkom,OSIS,-
Kamidin Simanjuntak,IPA,SMAN 1 Majalaya,TIK,1/16/2023,3/17/2023,Selesai,SMA,88,"Fisika, Informatika, Matematika, Bahasa Inggris, Biologi","Adobe, UI/UX",Cisco CCNA,Magang di Diskominfo,-,-
Caraka Lailasari,Psikologi,Universitas Langlangbuana,TIK,1/19/2023,3/21/2023,Selesai,D3,"2,92","Psikologi Pendidikan, Psikologi Klinis, Psikologi Sosial, Konseling, Teori Kepribadian","PHP, Java",-,-,Himpunan Mahasiswa,Website Kampus
Aditya Yuniar,Teknik Informatika,Universitas Komputer Indonesia,TIK,1/22/2023,3/28/2023,Selesai,D3,"2,98","Jaringan Komputer, Struktur Data, Algoritma, Basis Data, Pemrograman Web","PHP, Java",Adobe Certified,Magang di Diskominfo,OSIS,Aplikasi Mobile
Amelia Sihombing,Sistem Informasi,Politeknik Piksi Ganesha Bandung,TIK,1/15/2023,3/27/2023,Selesai,D3,"3,28","Rekayasa Perangkat Lunak, Basis Data, Jaringan, Analisis Sistem, Pemrograman","PHP, Java",-,Magang di Diskominfo,BEM,-
Mahesa Pradipta,Teknik Informatika,Universitas Bale Bandung,TIK,1/14/2023,3/23/2023,Selesai,D3,"3,45","Algoritma, Pemrograman Web, Basis Data, Jaringan Komputer, Struktur Data","Adobe, UI/UX",-,Magang di Bank BJB,OSIS,Website Kampus
Yulia Tarihoran,Multimedia,SMAN 1 Majalaya,TIK,1/27/2023,2/20/2023,Selesai,SMK,97,"Animasi, Editing Video, Desain Grafis, Fotografi, UI/UX","AutoCAD, Excel",Microsoft Office Specialist,-,OSIS,-
Tami Siregar,Psikologi,Politeknik Piksi Ganesha Bandung,TIK,2/5/2023,3/29/2023,Selesai,D3,"3,8","Teori Kepribadian, Psikologi Pendidikan, Konseling, Psikologi Klinis, Metodologi Psikologi","PHP, Java",Microsoft Office Specialist,Magang di Diskominfo,BEM,-
"Ayu Sudiati,",IPS,SMAN 1 Banjaran,TIK,1/12/2023,3/11/2023,Selesai,SMA,88,"Sejarah, PPKn, Ekonomi, Geografi, Sosiologi","Excel, UI/UX",Adobe Certified,-,BEM,Penelitian Sosial
Kayla Usada,Teknik Informatika,Universitas Komputer Indonesia,TIK,1/16/2023,3/17/2023,Selesai,D3,"3,77","Struktur Data, Pemrograman Web, Jaringan Komputer, Basis Data, Algoritma","Excel, UI/UX",-,Magang di Bank BJB,OSIS,Penelitian Sosial
Bagas Novitasari,IPA,SMKN 1 Katapang,IKP,1/19/2023,3/21/2023,Selesai,SMA,82,"Informatika, Bahasa Inggris, Biologi, Kimia, Matematika","Excel, UI/UX",-,Magang di Diskominfo,OSIS,Penelitian Sosial
Nasim Mandala,IPA,SMAN 1 Ciparay,IKP,1/22/2023,3/28/2023,Selesai,SMA,90,"Fisika, Kimia, Matematika, Bahasa Inggris, Informatika","AutoCAD, Excel",-,Magang di Bank BJB,OSIS,Penelitian Sosial
Sarah Halim,Multimedia,SMKN 1 Katapang,IKP,1/15/2023,3/27/2023,Selesai,SMK,98,"Animasi, UI/UX, Editing Video, Desain 3D, Desain Grafis","Python, SQL",Adobe Certified,-,BEM,-
Dacin Habibi,IPA,SMAN 1 Banjaran,IKP,1/14/2023,3/23/2023,Selesai,SMA,78,"Fisika, Matematika, Informatika, Bahasa Inggris, Kimia","Python, SQL",-,Magang di Telkom,OSIS,Aplikasi Mobile
Nalar Aryani,RPL,SMKN 2 Baleendah,IKP,1/27/2023,2/20/2023,Selesai,SMK,82,"PBO, Sistem Operasi, Desain UI/UX, Jaringan Komputer, Pemrograman","Excel, UI/UX",Cisco CCNA,Magang di Bank BJB,OSIS,Website Kampus
Makuta Tarihoran,Multimedia,SMAN 1 Ciparay,IKP,2/5/2023,3/29/2023,Selesai,SMK,98,"Desain 3D, Animasi, UI/UX, Editing Video, Fotografi","PHP, Java",-,Magang di Bank BJB,-,Website Kampus
Iriana Pangestu,Multimedia,SMKN 1 Katapang,IKP,1/12/2023,3/11/2023,Selesai,SMK,84,"UI/UX, Animasi, Fotografi, Editing Video, Desain Grafis","AutoCAD, Excel",Microsoft Office Specialist,-,-,Aplikasi Mobile
Nyana Fujiati,Sistem Informasi,Universitas Langlangbuana,IKP,1/16/2023,3/17/2023,Selesai,S1,"2,86","Basis Data, Manajemen Proyek, Analisis Sistem, Rekayasa Perangkat Lunak, Jaringan","Excel, UI/UX",Adobe Certified,Magang di Bank BJB,OSIS,Video Animasi
Zahra Marpaung,Teknik Informatika,Politeknik Piksi Ganesha Bandung,IKP,1/19/2023,3/21/2023,Selesai,S1,"3,24","Kecerdasan Buatan, Algoritma, Pemrograman Web, Jaringan Komputer, Struktur Data","Excel, UI/UX",Cisco CCNA,Magang di Bank BJB,BEM,Video Animasi
Jabal Winarno,Sistem Informasi,Politeknik Piksi Ganesha Bandung,IKP,1/22/2023,3/28/2023,Selesai,S1,"3,65","Jaringan, Manajemen Proyek, Basis Data, Pemrograman, Rekayasa Perangkat Lunak","PHP, Java",Microsoft Office Specialist,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Jarwi Sirait,RPL,SMKN 2 Baleendah,PERSANDIAN,1/15/2023,3/27/2023,Selesai,SMK,75,"PBO, Desain UI/UX, Pemrograman, Basis Data, Sistem Operasi","Excel, UI/UX",-,Magang di Bank BJB,OSIS,Aplikasi Mobile
Kanda Marbun,RPL,SMAN 1 Ciparay,PERSANDIAN,1/14/2023,3/23/2023,Selesai,SMK,86,"PBO, Pemrograman, Desain UI/UX, Sistem Operasi, Jaringan Komputer","PHP, Java",-,Magang di Diskominfo,-,Video Animasi
Wakiman Situmorang,Teknik Informatika,Universitas Bale Bandung,PERSANDIAN,1/27/2023,2/20/2023,Selesai,S1,"3,71","Algoritma, Struktur Data, Pemrograman Web, Kecerdasan Buatan, Basis Data","Python, SQL",-,-,Himpunan Mahasiswa,Website Kampus
Caraka Haryanto,Teknik Sipil,Universitas Langlangbuana,PERSANDIAN,2/5/2023,3/29/2023,Selesai,S1,"3,15","Hidrologi, Mekanika Tanah, Manajemen Konstruksi, Gambar Teknik, Struktur Beton","AutoCAD, Excel",-,-,-,Video Animasi
Lina Nalanai,Multimedia,SMAN 1 Banjaran,PERSANDIAN,1/12/2023,3/11/2023,Selesai,SMK,94,"Editing Video, Animasi, Desain 3D, Fotografi, UI/UX","Python, SQL",-,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Lembah Melani,IPA,SMAN 1 Majalaya,PERSANDIAN,1/16/2023,3/17/2023,Selesai,SMA,98,"Biologi, Matematika, Informatika, Bahasa Inggris, Kimia","Python, SQL",Cisco CCNA,Magang di Bank BJB,OSIS,-
Sakura Fujiati,IPA,SMAN 1 Ciparay,PERSANDIAN,1/19/2023,3/21/2023,Selesai,SMA,91,"Matematika, Kimia, Informatika, Bahasa Inggris, Biologi","AutoCAD, Excel",-,Magang di Bank BJB,Himpunan Mahasiswa,-
Umar Situmorang,IPA,SMKN 2 Baleendah,PERSANDIAN,1/22/2023,3/28/2023,Selesai,SMA,82,"Fisika, Matematika, Kimia, Bahasa Inggris, Informatika","PHP, Java",-,Magang di Bank BJB,BEM,Penelitian Sosial
Nasim Nugroho,RPL,SMKN 2 Baleendah,PERSANDIAN,1/15/2023,3/27/2023,Selesai,SMK,93,"Jaringan Komputer, Basis Data, Pemrograman, PBO, Sistem Operasi","Adobe, UI/UX",-,-,Himpunan Mahasiswa,Video Animasi
Zulaikha Lazuardi,RPL,SMKN 2 Baleendah,PERSANDIAN,1/14/2023,3/23/2023,Selesai,SMK,96,"PBO, Sistem Operasi, Pemrograman, Jaringan Komputer, Desain UI/UX","PHP, Java",Cisco CCNA,Magang di Bank BJB,-,Video Animasi
Damar Siregar,Teknik Informatika,Politeknik Piksi Ganesha Bandung,APTIKA,1/27/2023,2/20/2023,Selesai,S1,"3,39","Struktur Data, Basis Data, Algoritma, Kecerdasan Buatan, Jaringan Komputer","Python, SQL",-,-,BEM,Website Kampus
Oni Halim,Multimedia,SMAN 1 Ciparay,APTIKA,2/5/2023,3/29/2023,Selesai,SMK,78,"Desain Grafis, Fotografi, Desain 3D, Editing Video, UI/UX","Adobe, UI/UX",Microsoft Office Specialist,Magang di Telkom,BEM,-
Daryani Mahendra,Teknik Informatika,Politeknik Piksi Ganesha Bandung,APTIKA,1/15/2023,3/27/2023,Selesai,S1,"3,84","Basis Data, Struktur Data, Algoritma, Jaringan Komputer, Pemrograman Web","Adobe, UI/UX",-,Magang di Telkom,BEM,-
Oman Putra,Sistem Informasi,Universitas Langlangbuana,APTIKA,1/14/2023,3/23/2023,Selesai,S1,"2,85","Basis Data, Manajemen Proyek, Rekayasa Perangkat Lunak, Analisis Sistem, Pemrograman","AutoCAD, Excel",Adobe Certified,Magang di Telkom,-,Website Kampus
Ratih Adriansyah,IPS,SMKN 2 Baleendah,APTIKA,1/27/2023,2/20/2023,Selesai,SMA,76,"PPKn, Bahasa Indonesia, Sejarah, Sosiologi, Ekonomi","Python, SQL",-,Magang di Telkom,OSIS,Penelitian Sosial
Febi Riyanti,Multimedia,SMAN 1 Banjaran,APTIKA,2/5/2023,3/29/2023,Selesai,SMK,85,"Desain 3D, Fotografi, Editing Video, UI/UX, Desain Grafis","Python, SQL",-,Magang di Diskominfo,OSIS,Website Kampus
Yono Siregar,Sistem Informasi,Universitas Komputer Indonesia,APTIKA,1/15/2023,3/27/2023,Selesai,S1,3,"Rekayasa Perangkat Lunak, Manajemen Proyek, Basis Data, Pemrograman, Jaringan","PHP, Java",-,Magang di Diskominfo,OSIS,-
Garan Permadi,Ilmu Komunikasi,Universitas Langlangbuana,APTIKA,1/14/2023,3/23/2023,Selesai,S1,"3,28","Public Speaking, Manajemen Media, Komunikasi Massa, Sosiologi Komunikasi, Jurnalistik","AutoCAD, Excel",Adobe Certified,Magang di Bank BJB,OSIS,Video Animasi
Zelda Wulandari,Teknik Informatika,Universitas Bale Bandung,APTIKA,1/27/2023,2/20/2023,Selesai,S1,"3,16","Kecerdasan Buatan, Jaringan Komputer, Pemrograman Web, Algoritma, Basis Data","Python, SQL",-,Magang di Diskominfo,Himpunan Mahasiswa,Video Animasi
Luis Hasanah,Teknik Informatika,Universitas Langlangbuana,APTIKA,2/5/2023,3/29/2023,Selesai,S1,"3,52","Basis Data, Kecerdasan Buatan, Pemrograman Web, Algoritma, Struktur Data","Excel, UI/UX",Adobe Certified,Magang di Bank BJB,OSIS,Aplikasi Mobile
Maria Anggraini,Multimedia,SMAN 1 Majalaya,SEKRE,1/15/2023,3/27/2023,Selesai,SMK,81,"Editing Video, Desain Grafis, Fotografi, UI/UX, Animasi","AutoCAD, Excel",-,Magang di Diskominfo,-,-
Kadir Hakim,RPL,SMKN 1 Katapang,SEKRE,1/14/2023,3/23/2023,Selesai,SMK,88,"Jaringan Komputer, Sistem Operasi, PBO, Basis Data, Pemrograman","PHP, Java",Microsoft Office Specialist,Magang di Diskominfo,OSIS,Penelitian Sosial
Dwi Hutagalung,Ilmu Komunikasi,Universitas Langlangbuana,SEKRE,1/27/2023,2/20/2023,Selesai,S1,"3,74","Jurnalistik, Manajemen Media, Sosiologi Komunikasi, Komunikasi Massa, Fotografi","Adobe, UI/UX",Adobe Certified,-,OSIS,Website Kampus
Saiful Pangestu,Teknik Informatika,Institut Teknologi Nasional Bandung,SEKRE,2/5/2023,3/29/2023,Selesai,S1,"3,56","Kecerdasan Buatan, Algoritma, Jaringan Komputer, Basis Data, Pemrograman Web","Excel, UI/UX",Cisco CCNA,-,Himpunan Mahasiswa,-
Joko Hidayat,RPL,SMAN 1 Ciparay,SEKRE,1/12/2023,3/11/2023,Selesai,SMK,95,"Pemrograman, Sistem Operasi, Desain UI/UX, Basis Data, Jaringan Komputer","Excel, UI/UX",-,Magang di Diskominfo,BEM,Website Kampus
Warsita Maulana,Multimedia,SMAN 1 Banjaran,SEKRE,1/16/2023,3/17/2023,Selesai,SMK,86,"Editing Video, UI/UX, Desain 3D, Fotografi, Desain Grafis","Adobe, UI/UX",Microsoft Office Specialist,Magang di Diskominfo,OSIS,-
Aris Farida,IPS,SMKN 1 Katapang,SEKRE,1/19/2023,3/21/2023,Selesai,SMA,87,"Bahasa Indonesia, Sosiologi, Sejarah, PPKn, Geografi","Python, SQL",Cisco CCNA,Magang di Telkom,BEM,Aplikasi Mobile
Aurora Maryati,Sistem Informasi,Universitas Langlangbuana,SEKRE,1/22/2023,3/28/2023,Selesai,S1,"3,32","Manajemen Proyek, Analisis Sistem, Rekayasa Perangkat Lunak, Basis Data, Jaringan","Python, SQL",Cisco CCNA,Magang di Diskominfo,-,Penelitian Sosial
Laras Yolanda,IPS,SMKN 2 Baleendah,SEKRE,1/15/2023,3/27/2023,Selesai,SMA,91,"Geografi, Bahasa Indonesia, PPKn, Sejarah, Sosiologi","Excel, UI/UX",Adobe Certified,-,BEM,Website Kampus
Candra Saragih,Multimedia,SMAN 1 Ciparay,SEKRE,1/14/2023,3/23/2023,Selesai,SMK,90,"Animasi, UI/UX, Fotografi, Desain Grafis, Editing Video","Python, SQL",Adobe Certified,Magang di Bank BJB,-,Aplikasi Mobile
Banawa Hassanah,RPL,SMAN 1 Majalaya,STATISTIK,2/5/2023,3/29/2023,Selesai,SMK,98,"Basis Data, Jaringan Komputer, Sistem Operasi, Pemrograman, PBO","Excel, UI/UX",Microsoft Office Specialist,Magang di Telkom,-,Website Kampus
Martani Safitri,Teknik Sipil,Universitas Bale Bandung,STATISTIK,1/12/2023,3/11/2023,Selesai,S1,"3,8","Manajemen Konstruksi, Gambar Teknik, Mekanika Tanah, Hidrologi, Statika","Python, SQL",Adobe Certified,Magang di Telkom,BEM,-
Anita Maryadi,IPS,SMAN 1 Majalaya,STATISTIK,1/16/2023,3/17/2023,Selesai,SMA,76,"Sosiologi, Bahasa Indonesia, Sejarah, Ekonomi, Geografi","AutoCAD, Excel",Adobe Certified,-,-,Video Animasi
